,period,uidlevel2,uidlevel3,namelevel2,namelevel3,fac_rupture
236,201703,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,1.0
237,201703,TwSa8zUu09Q,D1jF9OzETge,kn Kinshasa Province,kn Kalamu 1 Zone de Santé,1.0
238,201703,TwSa8zUu09Q,F0zQH8NbaIx,kn Kinshasa Province,kn Masina 1 Zone de Santé,1.0
239,201703,TwSa8zUu09Q,JhJFxKnFvmJ,kn Kinshasa Province,kn Limete Zone de Santé,1.0
240,201703,TwSa8zUu09Q,NwNyAitXVsr,kn Kinshasa Province,kn Kingabwa Zone de Santé,0.0
241,201703,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,0.0
242,201703,TwSa8zUu09Q,ZTt8HbFGrY4,kn Kinshasa Province,kn Kingasani Zone de Santé,1.0
243,201703,TwSa8zUu09Q,cycttnJlR4L,kn Kinshasa Province,kn Kimbanseke Zone de Santé,1.0
244,201703,TwSa8zUu09Q,hL8oJfWHx3g,kn Kinshasa Province,kn Masina 2 Zone de Santé,1.0
245,201703,TwSa8zUu09Q,m0D9iUAjJ1G,kn Kinshasa Province,kn Nsele Zone de Santé,2.0
246,201703,TwSa8zUu09Q,m5B0okd0KaZ,kn Kinshasa Province,kn Binza Ozone Zone de Santé,0.0
247,201703,TwSa8zUu09Q,rK2ODHilbAP,kn Kinshasa Province,kn Ndjili Zone de Santé,1.0
248,201703,TwSa8zUu09Q,ubl3NORPhsC,kn Kinshasa Province,kn Mont Ngafula 1 Zone de Santé,0.0
249,201703,TwSa8zUu09Q,wTaqhPcijDM,kn Kinshasa Province,kn Kikimi Zone de Santé,1.0
250,201703,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,2.0
251,201703,dJ3v8xc6ZIK,S0Ne5rWQhxw,ll Lualaba Province,ll Mutshatsha Zone de Santé,0.0
252,201703,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,5.0
253,201703,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,7.0
254,201703,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,0.0
255,201703,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,1.0
256,201703,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,5.0
257,201703,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,3.0
258,201703,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,0.0
259,201703,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,0.0
260,201703,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,2.0
261,201703,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,5.0
262,201703,fgHCmGhaP2X,Z5I1TvCKVcG,ke Kasai Oriental Province,ke Dibindi Zone de Santé,1.0
263,201703,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,1.0
264,201703,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,3.0
265,201703,fgHCmGhaP2X,xx5xiY5vVBa,ke Kasai Oriental Province,ke Bipemba Zone de Santé,1.0
266,201703,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,4.0
267,201703,hyvduSNKvfe,dihBljVQG6z,tn Tanganyika Province,tn Ankoro Zone de Santé,0.0
268,201703,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,0.0
269,201703,hyvduSNKvfe,kH7KijWY3eF,tn Tanganyika Province,tn Kalemie Zone de Santé,7.0
270,201703,iu4Zj3Zq39m,N3EOJsjCXzW,nu Nord Ubangi Province,nu Karawa Zone de Santé,1.0
271,201703,krWZMdwGDIf,Xol9qIrf1Gi,mg Mongala Province,mg Lisala Zone de Santé,1.0
272,201703,mnOXJ2Oa5U7,Al5GBxzCgMe,tp Tshopo Province,tp Kabondo Zone de Santé,2.0
273,201703,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,1.0
274,201703,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,0.0
275,201703,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,2.0
276,201703,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,7.0
277,201703,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,6.0
278,201703,mnOXJ2Oa5U7,yS5rrhCjubi,tp Tshopo Province,tp Basali Zone de Santé,0.0
279,201703,u0vP3ZicczY,dQ9r634pZZF,md Maindombe Province,md Kiri Zone de Santé,1.0
280,201703,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,8.0
281,201703,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,0.0
282,201703,wy1lwIP18SL,mS2mByLHkzL,hu Haut Uele Province,hu Watsa Zone de Santé,1.0
283,201704,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,5.0
284,201704,BmKjwqc6BEw,fXTBfVcge4w,kl Kwilu Province,kl Vanga Zone de Santé,0.0
285,201704,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,11.0
286,201704,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,5.0
287,201704,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,3.0
288,201704,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,2.0
289,201704,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,0.0
290,201704,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,3.0
291,201704,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,0.0
292,201704,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,1.0
293,201704,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,0.0
294,201704,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,2.0
295,201704,F9w3VW1cQmb,QteKQ66ixqO,hk Haut Katanga Province,hk Mumbunda Zone de Santé,0.0
296,201704,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,1.0
297,201704,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,0.0
298,201704,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,10.0
299,201704,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,1.0
300,201704,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,10.0
301,201704,F9w3VW1cQmb,iHmCGdXARXG,hk Haut Katanga Province,hk Kilwa Zone de Santé,2.0
302,201704,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,1.0
303,201704,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,3.0
304,201704,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
305,201704,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,2.0
306,201704,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,0.0
307,201704,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,1.0
308,201704,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,4.0
309,201704,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,3.0
310,201704,GnLX8MNgxZw,XFUHGajCqjY,sk Sud Kivu Province,sk Lemera Zone de Santé,0.0
311,201704,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,3.0
312,201704,GnLX8MNgxZw,euP5fSU9vky,sk Sud Kivu Province,sk Kalole Zone de Santé,2.0
313,201704,GnLX8MNgxZw,mx8PkwuIR5x,sk Sud Kivu Province,sk Uvira Zone de Santé,1.0
314,201704,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
315,201704,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,0.0
316,201704,I8CuQpdBQfP,SAt8yoeSMjD,kr Kasai Central Province,kr Lukonga Zone de Santé,1.0
317,201704,I8CuQpdBQfP,U6rNBblejC5,kr Kasai Central Province,kr Tshikaji Zone de Santé,1.0
318,201704,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,3.0
319,201704,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,0.0
320,201704,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,2.0
321,201704,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,7.0
322,201704,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,1.0
323,201704,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,1.0
324,201704,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,0.0
325,201704,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,0.0
326,201704,PvtAI4RUMkr,vyNZCFIed9O,kg Kwango Province,kg Feshi Zone de Santé,0.0
327,201704,Q4cbnIAo10f,CLboGR4F3lj,it Ituri Province,it Adja Zone de Santé,1.0
328,201704,Q4cbnIAo10f,OIhgsXcZf6x,it Ituri Province,it Drodro Zone de Santé,2.0
329,201704,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,1.0
330,201704,Q4cbnIAo10f,TCE5waEW7Fi,it Ituri Province,it Nizi Zone de Santé,2.0
331,201704,Q4cbnIAo10f,nv8tx681Gjd,it Ituri Province,it Mongbwalu Zone de Santé,1.0
332,201704,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,2.0
333,201704,TwSa8zUu09Q,D1jF9OzETge,kn Kinshasa Province,kn Kalamu 1 Zone de Santé,1.0
334,201704,TwSa8zUu09Q,NwNyAitXVsr,kn Kinshasa Province,kn Kingabwa Zone de Santé,0.0
335,201704,TwSa8zUu09Q,ShcGSNMpF7z,kn Kinshasa Province,kn Binza Meteo Zone de Santé,1.0
336,201704,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,3.0
337,201704,TwSa8zUu09Q,UrJlHRGZGGJ,kn Kinshasa Province,kn Matete Zone de Santé,1.0
338,201704,TwSa8zUu09Q,ZTt8HbFGrY4,kn Kinshasa Province,kn Kingasani Zone de Santé,0.0
339,201704,TwSa8zUu09Q,cycttnJlR4L,kn Kinshasa Province,kn Kimbanseke Zone de Santé,1.0
340,201704,TwSa8zUu09Q,m5B0okd0KaZ,kn Kinshasa Province,kn Binza Ozone Zone de Santé,1.0
341,201704,TwSa8zUu09Q,oeP2sQLMCuy,kn Kinshasa Province,kn Kintambo Zone de Santé,1.0
342,201704,TwSa8zUu09Q,rK2ODHilbAP,kn Kinshasa Province,kn Ndjili Zone de Santé,3.0
343,201704,TwSa8zUu09Q,sZ2goXLKmQX,kn Kinshasa Province,kn Bumbu Zone de Santé,1.0
344,201704,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,2.0
345,201704,dJ3v8xc6ZIK,S0Ne5rWQhxw,ll Lualaba Province,ll Mutshatsha Zone de Santé,0.0
346,201704,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,5.0
347,201704,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,7.0
348,201704,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,1.0
349,201704,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,2.0
350,201704,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,5.0
351,201704,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,2.0
352,201704,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,1.0
353,201704,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,0.0
354,201704,dKdrd8HqZWz,DaXi5vRLqh3,kc Kongo Central Province,kc Luozi Zone de Santé,0.0
355,201704,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,4.0
356,201704,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,3.0
357,201704,fEKDiQIuqeE,hdDyVXgN46J,hl Haut Lomami Province,hl Mulongo Zone de Santé,1.0
358,201704,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,1.0
359,201704,fgHCmGhaP2X,amSVlGShY91,ke Kasai Oriental Province,ke Nzaba Zone de Santé,4.0
360,201704,fgHCmGhaP2X,sxo8WzGfbXk,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,1.0
361,201704,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,2.0
362,201704,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,8.0
363,201704,hyvduSNKvfe,dihBljVQG6z,tn Tanganyika Province,tn Ankoro Zone de Santé,0.0
364,201704,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,1.0
365,201704,hyvduSNKvfe,kH7KijWY3eF,tn Tanganyika Province,tn Kalemie Zone de Santé,1.0
366,201704,iu4Zj3Zq39m,N3EOJsjCXzW,nu Nord Ubangi Province,nu Karawa Zone de Santé,1.0
367,201704,krWZMdwGDIf,Xol9qIrf1Gi,mg Mongala Province,mg Lisala Zone de Santé,1.0
368,201704,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,5.0
369,201704,mnOXJ2Oa5U7,WxBLTUjeyfB,tp Tshopo Province,tp Banalia Zone de Santé,2.0
370,201704,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,10.0
371,201704,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,3.0
372,201704,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,7.0
373,201704,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,7.0
374,201704,pIAYIpy4hiH,nXYw6kLqc0y,nk Nord Kivu Province,nk Rutshuru Zone de Santé,1.0
375,201704,u0vP3ZicczY,MiaMAqYujLY,md Maindombe Province,md Bolobo Zone de Santé,2.0
376,201704,u0vP3ZicczY,dQ9r634pZZF,md Maindombe Province,md Kiri Zone de Santé,2.0
377,201704,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,9.0
378,201704,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,0.0
379,201705,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,6.0
380,201705,BmKjwqc6BEw,fXTBfVcge4w,kl Kwilu Province,kl Vanga Zone de Santé,0.0
381,201705,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,0.0
382,201705,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,4.0
383,201705,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,3.0
384,201705,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,0.0
385,201705,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,1.0
386,201705,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,0.0
387,201705,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,4.0
388,201705,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,2.0
389,201705,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,0.0
390,201705,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,1.0
391,201705,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,3.0
392,201705,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,1.0
393,201705,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,3.0
394,201705,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,1.0
395,201705,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,11.0
396,201705,F9w3VW1cQmb,iHmCGdXARXG,hk Haut Katanga Province,hk Kilwa Zone de Santé,1.0
397,201705,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,1.0
398,201705,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,3.0
399,201705,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
400,201705,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,2.0
401,201705,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,0.0
402,201705,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,4.0
403,201705,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,8.0
404,201705,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,1.0
405,201705,GnLX8MNgxZw,MOESL4KbKoV,sk Sud Kivu Province,sk Shabunda Zone de Santé,1.0
406,201705,GnLX8MNgxZw,XFUHGajCqjY,sk Sud Kivu Province,sk Lemera Zone de Santé,1.0
407,201705,GnLX8MNgxZw,aOghManYK5E,sk Sud Kivu Province,sk Bagira Zone de Santé,3.0
408,201705,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,1.0
409,201705,GnLX8MNgxZw,euP5fSU9vky,sk Sud Kivu Province,sk Kalole Zone de Santé,0.0
410,201705,GnLX8MNgxZw,lXfXl6ZJQWI,sk Sud Kivu Province,sk Kaniola Zone de Santé,2.0
411,201705,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
412,201705,GnLX8MNgxZw,sai4xbqW0CL,sk Sud Kivu Province,sk Nyangezi Zone de Santé,2.0
413,201705,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,0.0
414,201705,I8CuQpdBQfP,U6rNBblejC5,kr Kasai Central Province,kr Tshikaji Zone de Santé,0.0
415,201705,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,3.0
416,201705,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,0.0
417,201705,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,2.0
418,201705,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,1.0
419,201705,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,3.0
420,201705,JkIljbLc4Ny,ArdlF8PnpYL,su Sud Ubangi Province,su Libenge Zone de Santé,3.0
421,201705,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,0.0
422,201705,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,1.0
423,201705,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,0.0
424,201705,Q4cbnIAo10f,OIhgsXcZf6x,it Ituri Province,it Drodro Zone de Santé,2.0
425,201705,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,1.0
426,201705,Q4cbnIAo10f,TCE5waEW7Fi,it Ituri Province,it Nizi Zone de Santé,1.0
427,201705,Q4cbnIAo10f,mGTaa8TFifO,it Ituri Province,it Nyankunde Zone de Santé,0.0
428,201705,Q4cbnIAo10f,nv8tx681Gjd,it Ituri Province,it Mongbwalu Zone de Santé,2.0
429,201705,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,1.0
430,201705,TwSa8zUu09Q,F0zQH8NbaIx,kn Kinshasa Province,kn Masina 1 Zone de Santé,0.0
431,201705,TwSa8zUu09Q,NwNyAitXVsr,kn Kinshasa Province,kn Kingabwa Zone de Santé,0.0
432,201705,TwSa8zUu09Q,ShcGSNMpF7z,kn Kinshasa Province,kn Binza Meteo Zone de Santé,1.0
433,201705,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,1.0
434,201705,TwSa8zUu09Q,TuzDrpZ9zzl,kn Kinshasa Province,kn Kasa Vubu Zone de Santé,1.0
435,201705,TwSa8zUu09Q,hL8oJfWHx3g,kn Kinshasa Province,kn Masina 2 Zone de Santé,2.0
436,201705,TwSa8zUu09Q,rK2ODHilbAP,kn Kinshasa Province,kn Ndjili Zone de Santé,2.0
437,201705,TwSa8zUu09Q,ubl3NORPhsC,kn Kinshasa Province,kn Mont Ngafula 1 Zone de Santé,1.0
438,201705,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,1.0
439,201705,dJ3v8xc6ZIK,S0Ne5rWQhxw,ll Lualaba Province,ll Mutshatsha Zone de Santé,0.0
440,201705,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,5.0
441,201705,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,6.0
442,201705,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,1.0
443,201705,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,2.0
444,201705,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,7.0
445,201705,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,1.0
446,201705,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,0.0
447,201705,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,2.0
448,201705,dKdrd8HqZWz,DaXi5vRLqh3,kc Kongo Central Province,kc Luozi Zone de Santé,0.0
449,201705,dKdrd8HqZWz,F1WHo6oyNag,kc Kongo Central Province,kc Kinkonzi Zone de Santé,2.0
450,201705,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,6.0
451,201705,dKdrd8HqZWz,fWrUdkX9JEv,kc Kongo Central Province,kc Seke Banza Zone de Santé,5.0
452,201705,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,5.0
453,201705,fEKDiQIuqeE,hdDyVXgN46J,hl Haut Lomami Province,hl Mulongo Zone de Santé,1.0
454,201705,fgHCmGhaP2X,Z5I1TvCKVcG,ke Kasai Oriental Province,ke Dibindi Zone de Santé,1.0
455,201705,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,2.0
456,201705,fgHCmGhaP2X,amSVlGShY91,ke Kasai Oriental Province,ke Nzaba Zone de Santé,2.0
457,201705,fgHCmGhaP2X,k7iudxSjdn7,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,1.0
458,201705,fgHCmGhaP2X,pzMw9DUQ6An,ke Kasai Oriental Province,ke Bibanga Zone de Santé,3.0
459,201705,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,1.0
460,201705,fgHCmGhaP2X,w9GBwODOJNY,ke Kasai Oriental Province,ke Kasansa Zone de Santé,1.0
461,201705,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,1.0
462,201705,hyvduSNKvfe,dihBljVQG6z,tn Tanganyika Province,tn Ankoro Zone de Santé,0.0
463,201705,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,1.0
464,201705,hyvduSNKvfe,kH7KijWY3eF,tn Tanganyika Province,tn Kalemie Zone de Santé,5.0
465,201705,hyvduSNKvfe,uz41FkMd6Gb,tn Tanganyika Province,tn Nyunzu Zone de Santé,1.0
466,201705,krWZMdwGDIf,Xol9qIrf1Gi,mg Mongala Province,mg Lisala Zone de Santé,1.0
467,201705,mnOXJ2Oa5U7,SxrrguFFktT,tp Tshopo Province,tp Basoko Zone de Santé,7.0
468,201705,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,2.0
469,201705,mnOXJ2Oa5U7,WxBLTUjeyfB,tp Tshopo Province,tp Banalia Zone de Santé,3.0
470,201705,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,9.0
471,201705,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,1.0
