"","level_2_name","level_2_id","level_3_name","level_3_id","source","periods","value"
"1396","kc Kongo Central Province","dKdrd8HqZWz","kc Kimpese Zone de Santé","XXKTLp8q7wJ","pnls","201708",104
"1397","kc Kongo Central Province","dKdrd8HqZWz","kc Kimpese Zone de Santé","XXKTLp8q7wJ","pnls","201709",104
"1398","kc Kongo Central Province","dKdrd8HqZWz","kc Kimpese Zone de Santé","XXKTLp8q7wJ","pnls","201710",104
"1399","kc Kongo Central Province","dKdrd8HqZWz","kc Kimpese Zone de Santé","XXKTLp8q7wJ","pnls","201711",104
"1400","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201701",2
"1401","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201702",2
"1402","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201703",2
"1403","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201704",2
"1404","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201705",2
"1405","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201706",2
"1406","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201707",2
"1407","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201708",2
"1408","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201709",2
"1409","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201710",2
"1410","kc Kongo Central Province","dKdrd8HqZWz","kc Kimvula Zone de Santé","ZSbsXl7Zsf8","pnls","201711",2
"1411","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201701",783
"1412","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201702",581
"1413","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201703",432
"1414","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201704",336
"1415","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201705",277
"1416","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201706",245
"1417","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201707",233
"1418","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201708",233
"1419","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201709",236
"1420","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201710",238
"1421","kc Kongo Central Province","dKdrd8HqZWz","kc Kinkonzi Zone de Santé","F1WHo6oyNag","pnls","201711",228
"1422","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201701",1480
"1423","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201702",1271
"1424","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201703",1089
"1425","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201704",934
"1426","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201705",806
"1427","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201706",705
"1428","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201707",631
"1429","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201708",584
"1430","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201709",564
"1431","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201710",571
"1432","kc Kongo Central Province","dKdrd8HqZWz","kc Kitona Zone de Santé","ADqfcJ05GHD","pnls","201711",605
"1433","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201701",176
"1434","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201702",128
"1435","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201703",93
"1436","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201704",69
"1437","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201705",72
"1438","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201706",67
"1439","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201707",83
"1440","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201708",106
"1441","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201709",137
"1442","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201710",181
"1443","kc Kongo Central Province","dKdrd8HqZWz","kc Luozi Zone de Santé","DaXi5vRLqh3","pnls","201711",233
"1444","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201701",378
"1445","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201702",280
"1446","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201703",208
"1447","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201704",159
"1448","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201705",128
"1449","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201706",111
"1450","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201707",104
"1451","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201708",103
"1452","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201709",105
"1453","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201710",105
"1454","kc Kongo Central Province","dKdrd8HqZWz","kc Massa Zone de Santé","yb4Q3Xo1EUo","pnls","201711",99
"1455","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201701",780
"1456","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201702",780
"1457","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201703",780
"1458","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201704",780
"1459","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201705",780
"1460","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201706",780
"1461","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201707",780
"1462","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201708",780
"1463","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201709",780
"1464","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201710",780
"1465","kc Kongo Central Province","dKdrd8HqZWz","kc Matadi Zone de Santé","pFhuqRaXTSO","pnls","201711",780
"1466","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201701",26
"1467","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201702",23
"1468","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201703",23
"1469","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201704",23
"1470","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201705",22
"1471","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201706",21
"1472","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201707",19
"1473","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201708",18
"1474","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201709",17
"1475","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201710",17
"1476","kc Kongo Central Province","dKdrd8HqZWz","kc Nselo Zone de Santé","TqMyBh0yNwZ","pnls","201711",17
"1477","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201701",3
"1478","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201702",3
"1479","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201703",3
"1480","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201704",3
"1481","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201705",3
"1482","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201706",3
"1483","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201707",3
"1484","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201708",3
"1485","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201709",3
"1486","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201710",3
"1487","kc Kongo Central Province","dKdrd8HqZWz","kc Nsona Mpangu Zone de Santé","n0NjjahdTLk","pnls","201711",3
"1488","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201701",79
"1489","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201702",79
"1490","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201703",79
"1491","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201704",79
"1492","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201705",79
"1493","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201706",79
"1494","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201707",79
"1495","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201708",79
"1496","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201709",79
"1497","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201710",79
"1498","kc Kongo Central Province","dKdrd8HqZWz","kc Nzanza Zone de Santé","JBCsFIBR2IO","pnls","201711",79
"1499","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201701",276
"1500","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201702",264
"1501","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201703",257
"1502","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201704",258
"1503","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201705",267
"1504","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201706",285
"1505","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201707",287
"1506","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201708",294
"1507","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201709",296
"1508","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201710",301
"1509","kc Kongo Central Province","dKdrd8HqZWz","kc Seke Banza Zone de Santé","fWrUdkX9JEv","pnls","201711",266
"1510","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201701",113
"1511","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201702",115
"1512","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201703",116
"1513","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201704",122
"1514","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201705",124
"1515","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201706",113
"1516","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201707",82
"1517","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201708",37
"1518","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201709",0
"1519","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201710",0
"1520","kc Kongo Central Province","dKdrd8HqZWz","kc Tshela Zone de Santé","hniXpSX7Zrq","pnls","201711",0
"1521","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201701",70
"1522","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201702",83
"1523","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201703",95
"1524","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201704",113
"1525","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201705",130
"1526","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201706",150
"1527","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201707",159
"1528","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201708",160
"1529","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201709",159
"1530","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201710",161
"1531","kc Kongo Central Province","dKdrd8HqZWz","kc Vaku Zone de Santé","ZRDAZVZ4HMV","pnls","201711",171
"1532","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201701",13
"1533","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201702",13
"1534","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201703",13
"1535","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201704",13
"1536","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201705",14
"1537","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201706",17
"1538","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201707",22
"1539","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201708",24
"1540","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201709",25
"1541","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201710",26
"1542","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bibanga Zone de Santé","pzMw9DUQ6An","pnls","201711",28
"1543","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201701",261
"1544","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201702",275
"1545","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201703",293
"1546","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201704",301
"1547","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201705",324
"1548","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201706",373
"1549","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201707",419
"1550","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201708",418
"1551","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201709",402
"1552","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201710",422
"1553","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bipemba Zone de Santé","xx5xiY5vVBa","pnls","201711",515
"1554","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201701",2879
"1555","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201702",2292
"1556","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201703",1909
"1557","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201704",1652
"1558","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201705",1486
"1559","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201706",1412
"1560","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201707",1740
"1561","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201708",1449
"1562","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201709",1486
"1563","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201710",1513
"1564","ke Kasai Oriental Province","fgHCmGhaP2X","ke Bonzola Zone de Santé","ZxyZ7L3ynso","pnls","201711",1136
"1565","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201701",2094
"1566","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201702",1650
"1567","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201703",1276
"1568","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201704",957
"1569","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201705",713
"1570","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201706",566
"1571","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201707",572
"1572","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201708",482
"1573","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201709",329
"1574","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201710",263
"1575","ke Kasai Oriental Province","fgHCmGhaP2X","ke Citenge Zone de Santé","EpoRodQJ1La","pnls","201711",429
"1576","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201701",906
"1577","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201702",858
"1578","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201703",688
"1579","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201704",669
"1580","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201705",738
"1581","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201706",782
"1582","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201707",808
"1583","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201708",981
"1584","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201709",890
"1585","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201710",927
"1586","ke Kasai Oriental Province","fgHCmGhaP2X","ke Dibindi Zone de Santé","Z5I1TvCKVcG","pnls","201711",1540
"1587","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201701",121
"1588","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201702",121
"1589","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201703",121
"1590","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201704",121
"1591","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201705",121
"1592","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201706",121
"1593","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201707",121
"1594","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201708",121
"1595","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201709",121
"1596","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201710",121
"1597","ke Kasai Oriental Province","fgHCmGhaP2X","ke Diulu Zone de Santé","f1b3q0aLFzW","pnls","201711",121
"1598","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201701",0
"1599","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201702",0
"1600","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201703",0
"1601","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201704",0
"1602","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201705",1
"1603","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201706",5
"1604","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201707",7
"1605","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201708",11
"1606","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201709",4
"1607","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201710",6
"1608","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kabeya Kamwanga Zone de Santé","k7iudxSjdn7","pnls","201711",6
"1609","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kansele Zone de Santé","HN9etyIXrEE","pnls","201701",1055
"1610","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kansele Zone de Santé","HN9etyIXrEE","pnls","201702",1055
"1611","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kansele Zone de Santé","HN9etyIXrEE","pnls","201703",1055
"1612","ke Kasai Oriental Province","fgHCmGhaP2X","ke Kansele Zone de Santé","HN9etyIXrEE","pnls","201704",1059
