period;uidlevel2;namelevel2;uid_data_element;name_data_element;value
201807;I8CuQpdBQfP;kr Kasai Central Province;YjSmImtprXk;C2 12.2 Dihydralazine 20mg Injectable - Jours rupture de stock;0.39603960396039606
201808;I8CuQpdBQfP;kr Kasai Central Province;YjSmImtprXk;C2 12.2 Dihydralazine 20mg Injectable - Jours rupture de stock;0.3564356435643564
201801;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.43564356435643564
201802;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.48514851485148514
201803;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.40594059405940597
201804;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.3564356435643564
201806;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.3465346534653465
201807;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.3465346534653465
201808;I8CuQpdBQfP;kr Kasai Central Province;ZKAB4yRcr4i;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité perdue;0.3564356435643564
201801;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.46534653465346537
201802;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.5148514851485149
201803;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.5148514851485149
201804;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.42574257425742573
201805;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.43564356435643564
201806;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.39603960396039606
201807;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.38613861386138615
201808;I8CuQpdBQfP;kr Kasai Central Province;ZSoksvoaHcS;C2 12.2 Eau pour préparation injectable (Eau distillée) 5 ml inject - Quantité consommée;0.38613861386138615
201801;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.5148514851485149
201802;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.5346534653465347
201803;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.5148514851485149
201804;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.46534653465346537
201805;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.44554455445544555
201806;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.49504950495049505
201807;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.40594059405940597
201808;I8CuQpdBQfP;kr Kasai Central Province;ZV2STqRtl5K;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Stock disponible utilisable;0.4158415841584158
201801;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.44554455445544555
201802;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.5148514851485149
201803;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.42574257425742573
201804;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.37623762376237624
201806;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.36633663366336633
201807;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.3465346534653465
201808;I8CuQpdBQfP;kr Kasai Central Province;ZYLTaDuZcQ3;C2 12.2 Seringue 5ml Pce - Jours rupture de stock;0.36633663366336633
201801;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.48514851485148514
201802;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.5346534653465347
201803;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.49504950495049505
201804;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.46534653465346537
201805;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.46534653465346537
201806;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.46534653465346537
201807;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.4158415841584158
201808;I8CuQpdBQfP;kr Kasai Central Province;Zs9MWUAOxTm;C2 12.2 Ringer lactate 500ml Injectable - Quantité consommée;0.39603960396039606
201801;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.46534653465346537
201802;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.5148514851485149
201803;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.4752475247524752
201804;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.44554455445544555
201805;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.40594059405940597
201806;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.38613861386138615
201807;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.37623762376237624
201808;I8CuQpdBQfP;kr Kasai Central Province;a7dO2fxra1E;C2 12.2 Test Hépatite B HbsAg Determine-Pce - Quantité consommée;0.38613861386138615
201801;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.43564356435643564
201802;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.504950495049505
201803;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.4158415841584158
201804;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.37623762376237624
201806;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.36633663366336633
201807;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.3564356435643564
201808;I8CuQpdBQfP;kr Kasai Central Province;ar29HwmZfbk;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité perdue;0.36633663366336633
201801;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.44554455445544555
201802;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.49504950495049505
201803;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.4752475247524752
201804;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.4158415841584158
201805;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.42574257425742573
201806;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.33663366336633666
201807;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.37623762376237624
201808;I8CuQpdBQfP;kr Kasai Central Province;bfRFeNdOk0a;C2 12.2 AZT+3TC 300mg+150mg+Cès - Stock disponible utilisable;0.37623762376237624
201801;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.44554455445544555
201802;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.4752475247524752
201803;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.40594059405940597
201804;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.3564356435643564
201806;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.3465346534653465
201807;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.31683168316831684
201808;I8CuQpdBQfP;kr Kasai Central Province;boabh2JYjx7;C2 12.2 Film de radiologie - Stock disponible utilisable;0.33663366336633666
201801;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.4158415841584158
201802;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.48514851485148514
201803;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.4158415841584158
201804;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.37623762376237624
201806;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.37623762376237624
201807;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.3564356435643564
201808;I8CuQpdBQfP;kr Kasai Central Province;c7O4CnJ8Fgb;C2 12.2 Cathéter Court IV avec site d’injection, u.u, (20, 22,26G ) Pce - Jours rupture de stock;0.39603960396039606
201801;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.43564356435643564
201802;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.49504950495049505
201803;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.40594059405940597
201804;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.36633663366336633
201805;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.36633663366336633
201806;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.3465346534653465
201807;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.33663366336633666
201808;I8CuQpdBQfP;kr Kasai Central Province;cBY6mlcWiJg;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité perdue;0.36633663366336633
201801;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.4158415841584158
201802;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.4752475247524752
201803;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.45544554455445546
201804;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.38613861386138615
201805;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.38613861386138615
201806;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.32673267326732675
201807;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.32673267326732675
201808;I8CuQpdBQfP;kr Kasai Central Province;cNHovbv0mmI;C2 12.2 AZT+3TC+NVP 60 mg+30mg+50mg Sirop - Quantité perdue;0.3465346534653465
201801;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.45544554455445546
201802;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.5247524752475248
201803;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.42574257425742573
201804;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.39603960396039606
201805;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.39603960396039606
201806;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.38613861386138615
201807;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.39603960396039606
201808;I8CuQpdBQfP;kr Kasai Central Province;cdmVfyRpuHd;C2 12.2 Quinine base 500 mg Cès - Jours rupture de stock;0.36633663366336633
201801;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.46534653465346537
201802;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.5148514851485149
201803;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.46534653465346537
201804;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.4158415841584158
201805;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.40594059405940597
201806;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.39603960396039606
201807;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.37623762376237624
201808;I8CuQpdBQfP;kr Kasai Central Province;cvordqtS5dx;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Quantité consommée;0.37623762376237624
201801;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.44554455445544555
201802;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.48514851485148514
201803;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.45544554455445546
201804;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.36633663366336633
201805;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.37623762376237624
201806;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.33663366336633666
201807;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.3465346534653465
201808;I8CuQpdBQfP;kr Kasai Central Province;dRDtFMTsRPB;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité perdue;0.3465346534653465
201801;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.49504950495049505
201802;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.5346534653465347
201803;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.4752475247524752
201804;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.43564356435643564
201805;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.44554455445544555
201806;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.46534653465346537
201807;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.40594059405940597
201808;I8CuQpdBQfP;kr Kasai Central Province;elguAdk5aut;C2 12.2 Aiguille épicrânienne G21 Pce - Quantité consommée;0.4158415841584158
201801;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.504950495049505
201802;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.5247524752475248
201803;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.5346534653465347
201804;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.44554455445544555
201805;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.45544554455445546
201806;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.43564356435643564
201807;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.4158415841584158
201808;I8CuQpdBQfP;kr Kasai Central Province;ezqYPB8Gmcv;C2 12.2 Atropine 5mg/ml Injectable - Stock disponible utilisable;0.38613861386138615
201801;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.40594059405940597
201802;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.46534653465346537
201803;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.42574257425742573
201804;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.37623762376237624
201805;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.36633663366336633
201806;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.32673267326732675
201807;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.32673267326732675
201808;I8CuQpdBQfP;kr Kasai Central Province;fESWhJP6GWO;C2 12.2 Dihydralazine 25mg Cès - Stock disponible utilisable;0.33663366336633666
201801;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.42574257425742573
201802;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.48514851485148514
201803;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.43564356435643564
201804;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.38613861386138615
201805;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.37623762376237624
201806;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.36633663366336633
201807;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.3465346534653465
201808;I8CuQpdBQfP;kr Kasai Central Province;fPVwODEXRvC;C2 12.2 Gluconate de calcium 1g/10ml Injectable - Quantité consommée;0.3564356435643564
201801;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.45544554455445546
201802;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.504950495049505
201803;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.45544554455445546
201804;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.4158415841584158
201805;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.4158415841584158
201806;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.40594059405940597
201807;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.39603960396039606
201808;I8CuQpdBQfP;kr Kasai Central Province;flqRFqNdjxm;C2 12.2 Film de radiologie - Jours rupture de stock;0.37623762376237624
201801;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.49504950495049505
201802;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.5445544554455446
201803;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.5148514851485149
201804;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.44554455445544555
201805;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.4752475247524752
201806;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.46534653465346537
201807;I8CuQpdBQfP;kr Kasai Central Province;g0kCjiUfwIs;C2 12.2 Seringue 5ml Pce - Stock disponible utilisable;0.42574257425742573
